"District","FIPS","Year","Special Education Status","Variable","Measure Type","Value"
"Stamford Charter School for Excellence District","","2011-2012","Non-Special Education","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2011-2012","Special Education","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2012-2013","Non-Special Education","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2012-2013","Special Education","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2013-2014","Non-Special Education","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2013-2014","Special Education","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2014-2015","Non-Special Education","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2014-2015","Special Education","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2015-2016","Non-Special Education","Student Enrollment","Number","154"
"Stamford Charter School for Excellence District","","2015-2016","Special Education","Student Enrollment","Number","10"
"Stamford Charter School for Excellence District","","2016-2017","Non-Special Education","Student Enrollment","Number","209"
"Stamford Charter School for Excellence District","","2016-2017","Special Education","Student Enrollment","Number","8"
"Stamford Charter School for Excellence District","","2017-2018","Non-Special Education","Student Enrollment","Number","262"
"Stamford Charter School for Excellence District","","2017-2018","Special Education","Student Enrollment","Number","11"
"Stamford School District","900173070","2007-2008","Non-Special Education","Student Enrollment","Number","13481"
"Stamford School District","900173070","2007-2008","Special Education","Student Enrollment","Number","1501"
"Stamford School District","900173070","2008-2009","Non-Special Education","Student Enrollment","Number","13487"
"Stamford School District","900173070","2008-2009","Special Education","Student Enrollment","Number","1469"
"Stamford School District","900173070","2009-2010","Non-Special Education","Student Enrollment","Number","13755"
"Stamford School District","900173070","2009-2010","Special Education","Student Enrollment","Number","1379"
"Stamford School District","900173070","2010-2011","Non-Special Education","Student Enrollment","Number","14005"
"Stamford School District","900173070","2010-2011","Special Education","Student Enrollment","Number","1385"
"Stamford School District","900173070","2011-2012","Non-Special Education","Student Enrollment","Number","14112"
"Stamford School District","900173070","2011-2012","Special Education","Student Enrollment","Number","1459"
"Stamford School District","900173070","2012-2013","Non-Special Education","Student Enrollment","Number","14278"
"Stamford School District","900173070","2012-2013","Special Education","Student Enrollment","Number","1556"
"Stamford School District","900173070","2013-2014","Non-Special Education","Student Enrollment","Number","14241"
"Stamford School District","900173070","2013-2014","Special Education","Student Enrollment","Number","1686"
"Stamford School District","900173070","2014-2015","Non-Special Education","Student Enrollment","Number","14328"
"Stamford School District","900173070","2014-2015","Special Education","Student Enrollment","Number","1757"
"Stamford School District","900173070","2015-2016","Non-Special Education","Student Enrollment","Number","14086"
"Stamford School District","900173070","2015-2016","Special Education","Student Enrollment","Number","1860"
"Stamford School District","900173070","2016-2017","Non-Special Education","Student Enrollment","Number","14074"
"Stamford School District","900173070","2016-2017","Special Education","Student Enrollment","Number","2026"
"Stamford School District","900173070","2017-2018","Non-Special Education","Student Enrollment","Number","13864"
"Stamford School District","900173070","2017-2018","Special Education","Student Enrollment","Number","2067"
"Sterling School District","","2007-2008","Non-Special Education","Student Enrollment","Number","440"
"Sterling School District","","2007-2008","Special Education","Student Enrollment","Number","64"
"Sterling School District","","2008-2009","Non-Special Education","Student Enrollment","Number","468"
"Sterling School District","","2008-2009","Special Education","Student Enrollment","Number","45"
"Sterling School District","","2009-2010","Non-Special Education","Student Enrollment","Number","459"
"Sterling School District","","2009-2010","Special Education","Student Enrollment","Number","49"
"Sterling School District","","2010-2011","Non-Special Education","Student Enrollment","Number","438"
"Sterling School District","","2010-2011","Special Education","Student Enrollment","Number","48"
"Sterling School District","","2011-2012","Non-Special Education","Student Enrollment","Number","444"
"Sterling School District","","2011-2012","Special Education","Student Enrollment","Number","50"
"Sterling School District","","2012-2013","Non-Special Education","Student Enrollment","Number","435"
"Sterling School District","","2012-2013","Special Education","Student Enrollment","Number","67"
"Sterling School District","","2013-2014","Non-Special Education","Student Enrollment","Number","420"
"Sterling School District","","2013-2014","Special Education","Student Enrollment","Number","65"
"Sterling School District","","2014-2015","Non-Special Education","Student Enrollment","Number","411"
"Sterling School District","","2014-2015","Special Education","Student Enrollment","Number","56"
"Sterling School District","","2015-2016","Non-Special Education","Student Enrollment","Number","400"
"Sterling School District","","2015-2016","Special Education","Student Enrollment","Number","54"
"Sterling School District","","2016-2017","Non-Special Education","Student Enrollment","Number","381"
"Sterling School District","","2016-2017","Special Education","Student Enrollment","Number","50"
